"pitches","player_id","player_name","year","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp"
275,542960,"Brach, Brad",2021,579,47.5,0.25,0.268,0.333,0.518,0.375,0.339,0.206,14,56,90.2,24.6,2178,93.6,93.14,30,124,151,-0.5,6.05,113,152,119,147,294,317,288,"-3.2","3.2"
274,605177,"Chafin, Andrew",2021,947,28.9,0.183,0.085,0.217,0.268,0.247,0.326,0.242,13,71,88.2,19.6,2139,91.8,92.22,13,126,148,0.4000000000000057,6.68,110,154,114,151,297,324,299,"8.3","-8.3"
273,608648,"Duffey, Tyler",2022,741,36.8,0.288,0.237,0.35,0.525,0.382,0.381,0.297,17,59,93.8,20.2,2276,92.3,92.39,31,134,139,0.10000000000000853,6.34,112,159,117,149,299,328,293,"-0.2","0.2"
273,683769,"Gaddis, Hunter",2023,686,39.8,0.302,0.175,0.298,0.476,0.371,0.357,0.289,19,63,90.9,24.6,2200,93.4,94.15,22,142,131,0.6999999999999886,6.71,113,148,118,150,297,318,289,"-1.7","1.7"
273,605521,"Warren, Art",2022,655,41.7,0.333,0.208,0.4,0.542,0.451,0.361,0.221,16,48,94.1,10.3,2250,93.5,93.72,20,98,175,0.20000000000000284,6.4,113,151,119,146,291,319,290,"-10.7","10.7"
273,572125,"Selman, Sam",2021,494,55.3,0.214,0.048,0.25,0.262,0.3,0.348,0.256,9,42,84.2,20.1,2346,90.9,91.48,27,130,143,0.5999999999999943,6.49,110,152,120,147,301,325,295,"2.3","-2.3"
272,605242,"Fulmer, Michael",2023,950,28.6,0.32,0.2,0.333,0.52,0.404,0.428,0.348,16,50,89.7,14.8,2426,94.2,91.62,32,135,137,-2.6000000000000085,6.73,113,148,114,151,299,325,294,"1.6","-1.6"
272,641745,"Keller, Brad",2023,877,31,0.359,0.205,0.419,0.564,0.488,0.46,0.282,14,39,92.3,2.7,2313,93.3,93.41,13,78,194,0.10000000000000853,6.13,108,146,112,146,297,332,294,"-4.9","4.9"
272,621112,"Blackburn, Paul",2023,1875,14.5,0.383,0.17,0.447,0.553,0.432,0.396,0.301,18,47,92.8,21.5,2167,91.9,92.15,16,93,179,0.19999999999998863,6.39,113,147,114,149,295,323,294,"-2.8","2.8"
272,570632,"Ureña, José",2021,1695,16,0.302,0.279,0.282,0.581,0.425,0.512,0.36,13,43,95,19.7,2113,94.2,94.05,13,101,171,-0.20000000000000284,6.29,109,155,115,149,301,328,296,"-3.8","3.8"
272,605452,"Ross, Joe",2021,1700,16,0.22,0.24,0.304,0.46,0.334,0.298,0.197,11,50,85.2,22.3,2128,93.6,94.15,49,130,142,0.6000000000000085,6.57,111,157,124,145,304,324,300,"-6.9","6.9"
271,657746,"Ryan, Joe",2021,412,65.8,0.172,0.19,0.184,0.362,0.253,0.304,0.201,10,58,88.1,29.4,2175,91.2,91.38,31,153,118,0.20000000000000284,6.35,111,162,115,150,295,330,292,"0.1","-0.1"
271,662253,"Muñoz, Andrés",2023,836,32.4,0.184,0.041,0.281,0.224,0.287,0.331,0.222,9,49,92.6,2.8,2294,99.2,99.33,36,118,153,0.09999999999999432,6.39,112,144,115,145,295,321,300,"2","-2"
271,660365,"Yang, Hyeon-Jong",2021,592,45.8,0.34,0.113,0.378,0.453,0.396,0.404,0.316,18,53,86.3,14.7,2168,89.9,90.57,24,130,141,0.6999999999999886,6.65,112,154,122,146,299,325,297,"-0.3","0.3"
271,669211,"Akin, Keegan",2023,452,60,0.273,0.109,0.412,0.382,0.295,0.306,0.243,15,55,87.9,16.8,2307,93.6,92.53,34,147,124,-1.0999999999999943,5.81,105,147,115,144,300,325,295,"2.3","-2.3"
270,592826,"Velasquez, Vince",2023,650,41.5,0.314,0.196,0.368,0.51,0.407,0.437,0.327,16,51,93.6,22.8,2471,93.2,94.06,28,126,144,0.8999999999999915,6.75,107,148,111,150,298,321,302,"-2.1","2.1"
270,592741,"Shreve, Chasen",2023,753,35.9,0.379,0.293,0.429,0.672,0.461,0.393,0.27,22,58,90.2,16.4,2287,90.5,90.4,24,107,163,-0.09999999999999432,6.28,111,149,117,145,299,326,294,"-4.2","4.2"
270,642028,"Rogers, Josh",2021,533,50.7,0.25,0.194,0.246,0.444,0.333,0.363,0.277,18,72,89.9,17.7,2078,90.5,90.12,19,139,131,-0.4000000000000057,6.11,105,152,116,143,299,320,284,"2.9","-2.9"
268,547001,"Poteet, Cody",2021,549,48.8,0.212,0.173,0.257,0.385,0.327,0.358,0.244,11,52,92.8,23.1,2422,93.6,92.79,25,132,136,-0.7999999999999972,5.8,107,151,119,148,297,318,282,"3.2","-3.2"
268,643290,"Dunn, Justin",2022,540,49.6,0.25,0.429,0.179,0.679,0.45,0.47,0.276,14,56,93.9,28,2227,92.1,79.86,13,98,170,-12.199999999999989,6.62,116,152,116,149,289,320,292,"-5.7","5.7"
266,656257,"Brigham, Jeff",2023,680,39.1,0.228,0.263,0.235,0.491,0.349,0.374,0.246,13,57,93.3,27.6,2419,93.5,93.02,31,128,138,-0.5,6.18,114,149,120,150,296,323,295,"-3.5","3.5"
265,659275,"Lamet, Dinelson",2022,583,45.5,0.352,0.222,0.37,0.574,0.467,0.452,0.319,19,54,90.6,8.9,2404,95.4,95.04,20,101,164,-0.4000000000000057,5.98,112,153,120,149,302,326,299,"-6.5","6.5"
265,623433,"Anderson, Nick",2023,548,48.4,0.274,0.151,0.327,0.425,0.328,0.385,0.307,20,73,95.2,10,2097,94.2,94.09,26,141,124,-0.10000000000000853,6.1,113,151,121,150,310,327,297,"1.8","-1.8"
263,547943,"Ryu, Hyun Jin",2023,830,31.7,0.265,0.367,0.229,0.633,0.406,0.375,0.272,13,49,89.2,11.9,2051,88.6,89.07,13,109,154,0.5,6.64,108,151,119,148,288,326,286,"-2.9","2.9"
263,674370,"Bido, Osvaldo",2023,940,28,0.358,0.113,0.5,0.472,0.412,0.36,0.271,19,53,88.2,20.3,2385,94.7,94.94,31,115,148,0.20000000000000284,6.44,110,149,114,150,296,321,298,"-5.1","5.1"
260,606303,"Payamps, Joel",2022,952,27.3,0.234,0.277,0.233,0.511,0.364,0.324,0.191,11,47,89.8,25.6,2423,94.8,94.31,37,128,132,-0.5,5.94,110,153,117,149,301,322,302,"1.9","-1.9"
260,533167,"Shoemaker, Matt",2021,1064,24.4,0.361,0.333,0.333,0.694,0.477,0.515,0.361,13,36,94.5,24.8,2228,91.6,91.18,19,102,158,-0.3999999999999915,6.05,108,159,114,151,301,334,297,"-1.7","1.7"
260,455119,"Martin, Chris",2021,663,39.2,0.308,0.154,0.391,0.462,0.349,0.313,0.266,20,65,93.1,9,2122,94.8,95.18,28,142,118,0.4000000000000057,6.47,107,151,131,142,300,320,292,"-2.5","2.5"
259,608335,"Funkhouser, Kyle",2021,1189,21.8,0.149,0.045,0.25,0.194,0.202,0.235,0.17,10,67,88.9,21.8,2161,95.8,96.43,36,136,123,0.6000000000000085,6.63,111,158,120,149,294,325,300,"5.1","-5.1"
258,571863,"Koch, Matt",2023,584,44.2,0.241,0.093,0.245,0.333,0.285,0.344,0.282,13,54,94,19.4,2124,93.8,94.11,24,138,120,0.29999999999999716,6.31,114,149,122,149,302,331,304,"3","-3"
257,664161,"Swarmer, Matt",2022,657,39.1,0.3,0.38,0.25,0.68,0.448,0.455,0.331,15,50,90.8,10.3,1989,90.5,90.55,12,97,160,0,6.24,110,152,115,158,300,326,299,"-5.9","5.9"
257,663765,"Woodford, Jake",2021,1156,22.2,0.25,0.135,0.279,0.385,0.31,0.302,0.246,13,52,91.1,15.8,2217,92.1,92.36,19,116,141,0.30000000000001137,6.38,116,153,117,148,296,320,296,"-3.6","3.6"
257,614179,"Ruiz, José",2023,820,31.3,0.236,0.255,0.257,0.491,0.384,0.369,0.22,13,55,93.5,26.4,2274,96.5,95.93,41,121,136,-0.5999999999999943,6.02,110,148,116,148,296,318,293,"-5.2","5.2"
256,681806,"Wantz, Andrew",2023,658,38.9,0.295,0.273,0.294,0.568,0.399,0.364,0.271,13,44,89.1,25.5,2423,94,94.13,30,123,133,0.09999999999999432,6.38,112,149,117,148,299,325,298,"-5.5","5.5"
256,605177,"Chafin, Andrew",2022,899,28.5,0.241,0.167,0.275,0.407,0.337,0.313,0.229,13,54,88.7,15.8,2139,91.6,91.82,14,101,155,0.20000000000000284,6.56,109,154,109,147,294,327,299,"2.5","-2.5"
255,594580,"Moll, Sam",2023,1025,24.9,0.19,0.095,0.289,0.286,0.259,0.257,0.2,12,63,84.8,12.7,2584,94.1,91.78,33,135,120,-2.299999999999997,4.82,111,147,119,147,296,320,293,"2.6","-2.6"
255,623485,"Goudeau, Ashton",2021,564,45.2,0.236,0.218,0.244,0.455,0.362,0.374,0.256,13,55,88.1,10.7,2059,92.7,92.85,20,129,126,0.09999999999999432,6.38,112,151,122,148,297,324,301,"-0.4","0.4"
254,595881,"Beede, Tyler",2022,1072,23.7,0.348,0.087,0.371,0.435,0.373,0.378,0.324,24,69,92.5,13.4,2081,95.8,96.09,13,128,126,0.29999999999999716,6.51,107,150,115,150,297,320,296,"-1.7","1.7"
254,676395,"Garcia, Robert",2023,522,48.7,0.224,0.163,0.321,0.388,0.301,0.276,0.198,11,49,82.5,23.1,2219,94.3,95.18,28,133,121,0.9000000000000057,6.82,114,144,112,145,300,326,297,"1.2","-1.2"
254,592789,"Syndergaard, Noah",2023,1408,18,0.208,0.146,0.216,0.354,0.293,0.346,0.26,10,48,89.3,22.5,2198,92.2,92.79,24,132,122,0.5999999999999943,6.59,114,150,117,150,292,316,294,"0.3","-0.3"
254,664294,"Moreta, Dauri",2023,962,26.4,0.222,0.204,0.25,0.426,0.348,0.392,0.236,12,54,90.8,14.4,2318,95.2,95.07,17,97,157,-0.10000000000000853,6.3,110,149,116,149,300,320,294,"0.5","-0.5"
254,605130,"Barlow, Scott",2023,1197,21.2,0.346,0.135,0.425,0.481,0.415,0.428,0.322,18,52,90.2,13.5,2372,93,94.56,21,104,150,1.5999999999999943,7.11,109,148,116,148,295,325,295,"-2.7","2.7"
253,657097,"Webb, Jacob",2021,568,44.5,0.288,0.182,0.34,0.47,0.356,0.367,0.278,19,66,93.8,22,2415,94.1,93.66,28,127,126,-0.3999999999999915,6.1,108,147,123,143,299,319,294,"-5.1","5.1"
252,650893,"Cabrera, Génesis",2022,736,34.2,0.25,0.234,0.235,0.484,0.378,0.388,0.259,16,64,88.7,23.8,2232,96.1,95.77,22,133,119,-0.29999999999999716,6.18,113,154,116,148,295,320,299,"-2.2","2.2"
252,543238,"Gose, Anthony",2022,389,64.8,0.288,0.346,0.275,0.635,0.443,0.445,0.287,15,52,93.5,26,2246,97,95.06,28,128,124,-1.9000000000000057,6.09,110,151,119,148,293,315,288,"-5.7","5.7"
251,608665,"Graveman, Kendall",2023,1114,22.5,0.094,0.038,0.185,0.132,0.192,0.244,0.142,5,53,86.9,29.1,2338,95.9,95.98,50,111,140,0.09999999999999432,6.39,113,148,117,148,295,323,295,"4.1","-4.1"
251,573204,"Thielbar, Caleb",2023,481,52.2,0.197,0.227,0.214,0.424,0.277,0.278,0.207,13,66,87.8,23.7,2284,93.1,93.22,32,150,101,0.10000000000000853,6.32,111,149,119,149,298,325,292,"3.4","-3.4"
251,456034,"Price, David",2022,596,42.1,0.23,0.164,0.245,0.393,0.299,0.367,0.301,14,61,90.3,8,1888,92.1,91.63,26,125,126,-0.5,5.98,112,155,118,149,299,316,293,"3.2","-3.2"
250,570666,"Cessa, Luis",2022,1235,20.2,0.173,0.308,0.111,0.481,0.328,0.336,0.232,9,52,90.2,16.1,2296,93.3,92.32,12,113,137,-1,5.66,114,153,120,148,290,319,293,"0.5","-0.5"
250,641627,"Gott, Trevor",2022,761,32.9,0.167,0.229,0.192,0.396,0.28,0.255,0.172,8,48,89.8,20.7,2201,95.2,94.64,32,118,132,-0.6000000000000085,6.11,110,152,123,147,295,318,296,"3.4","-3.4"
250,605194,"Cotton, Jharel",2021,541,46.2,0.214,0.167,0.212,0.381,0.342,0.379,0.235,9,42,85.5,32,2297,93.2,91.05,32,131,119,-2.1000000000000085,5.03,112,156,127,146,303,325,296,"4","-4"
249,519151,"Pressly, Ryan",2023,1024,24.3,0.283,0.094,0.326,0.377,0.303,0.313,0.274,15,53,90.1,11.5,2558,94.7,94.77,10,112,137,0.09999999999999432,6.35,110,148,113,147,294,325,293,"1.2","-1.2"
249,675989,"Bolton, Cody",2023,455,54.7,0.378,0.289,0.412,0.667,0.494,0.463,0.328,17,45,93.4,4.3,2356,95.2,95.62,19,105,144,0.3999999999999915,6.45,108,149,117,150,300,318,295,"-2.8","2.8"
249,455119,"Martin, Chris",2023,722,34.5,0.313,0.208,0.433,0.521,0.373,0.328,0.268,15,48,91.7,2.9,2181,95.7,96.08,40,139,110,0.3999999999999915,6.55,112,149,118,149,288,325,290,"1.8","-1.8"
248,623364,"Wieck, Brad",2021,293,84.6,0.189,0.057,0.323,0.245,0.267,0.272,0.18,10,53,91.2,15.9,2297,92.6,94.13,28,103,145,1.5,7.17,110,154,117,153,293,315,298,"7.9","-7.9"
248,689225,"Brieske, Beau",2023,637,38.9,0.271,0.125,0.353,0.396,0.337,0.318,0.236,13,48,91.1,24.3,2445,96.7,96.47,18,125,123,-0.20000000000000284,6.08,114,148,121,149,294,325,295,"1.3","-1.3"
247,622503,"Crismatt, Nabil",2022,1062,23.3,0.244,0.178,0.323,0.422,0.345,0.284,0.201,11,45,89.9,17.8,2154,90.5,91.85,14,99,148,1.2999999999999972,7.09,113,160,120,149,299,319,300,"-1.6","1.6"
246,650644,"Civale, Aaron",2023,2009,12.2,0.359,0.077,0.481,0.436,0.371,0.332,0.282,14,39,87.7,24.3,2384,91.8,90.45,25,103,143,-1.2999999999999972,5.68,109,148,116,149,294,318,293,"-0.1","0.1"
246,660761,"Suarez, José",2023,619,39.7,0.273,0.205,0.257,0.477,0.399,0.419,0.291,12,44,85.3,22.3,2286,92.3,91.74,24,108,138,-0.5999999999999943,6.08,108,150,115,147,302,325,295,"-2","2"
246,685410,"Battenfield, Peyton",2023,551,44.6,0.323,0.323,0.288,0.645,0.438,0.472,0.353,20,62,95.5,17.7,2361,90.8,90.81,15,116,130,0,6.32,115,149,118,150,293,312,289,"-6.1","6.1"
246,607231,"Gant, John",2021,1975,12.5,0.294,0.176,0.406,0.471,0.356,0.253,0.187,15,51,80,10.4,2441,92,91.81,24,113,133,-0.20000000000000284,6.3,110,156,115,148,296,320,296,"-4.6","4.6"
246,656354,"Davis, Austin",2021,473,52,0.23,0.213,0.275,0.443,0.324,0.326,0.237,14,61,88.3,13.8,2163,93.6,93.49,27,115,131,-0.09999999999999432,6.23,112,154,120,149,295,327,295,"-0.3","0.3"
245,677944,"Cecconi, Slade",2023,418,58.6,0.265,0.235,0.259,0.5,0.326,0.351,0.266,18,68,92.4,16.8,2295,94.1,94.21,17,131,114,0.10000000000000853,6.39,112,149,119,150,298,318,295,"0.7","-0.7"
245,666745,"Brito, Jhony",2023,1445,17,0.163,0.326,0.107,0.488,0.324,0.334,0.186,7,43,90.7,27.8,2115,95.8,95.5,20,110,135,-0.29999999999999716,6.15,112,149,114,152,296,328,292,"-1.5","1.5"
245,643410,"Leiter Jr., Mark",2022,1086,22.6,0.348,0.304,0.324,0.652,0.471,0.49,0.369,16,46,96,18,1949,91.1,91.85,18,98,147,0.8000000000000114,6.65,108,153,119,156,301,323,298,"-5.5","5.5"
245,518553,"Cishek, Steve",2021,1255,19.5,0.089,0.054,0.179,0.143,0.177,0.242,0.152,5,56,87.6,26.5,2385,89.7,89.99,45,121,124,0.29999999999999716,7.59,115,159,120,150,298,325,300,"7.4","-7.4"
245,665795,"Cabrera, Edward",2022,1215,20.2,0.182,0.394,0.095,0.576,0.376,0.408,0.235,6,33,90.6,30.7,2289,96,96.13,17,76,169,0.09999999999999432,6.4,112,156,116,152,296,318,293,"-2.2","2.2"
245,606303,"Payamps, Joel",2023,1120,21.9,0.116,0.101,0.176,0.217,0.178,0.189,0.132,8,69,90.6,28.3,2485,95.4,95.17,49,128,117,-0.20000000000000284,6.1,111,148,117,148,298,324,297,"12.2","-12.2"
245,700363,"Smith-Shawver, AJ",2023,454,54,0.196,0.286,0.136,0.482,0.338,0.332,0.215,11,56,90.6,18.9,2194,94.5,95.01,15,125,120,0.5,6.54,113,150,121,151,307,324,303,"1.4","-1.4"
244,592858,"Wick, Rowan",2021,400,61,0.182,0.023,0.286,0.205,0.29,0.306,0.16,8,44,87.1,16.9,2282,94.6,94.97,23,90,154,0.4000000000000057,6.5,108,155,116,150,298,324,300,"-0.7","0.7"
243,527048,"Pérez, Martín",2021,1860,13.1,0.25,0.227,0.258,0.477,0.313,0.326,0.251,11,44,90.7,19.9,2107,93.4,92.55,18,105,138,-0.9000000000000057,5.84,108,153,117,147,296,327,292,"-0.6","0.6"
241,683175,"Phillips, Connor",2023,381,63.3,0.25,0.308,0.222,0.558,0.398,0.413,0.277,13,52,92.6,20,2459,96.4,96.66,14,107,134,0.29999999999999716,6.41,113,145,122,149,292,325,295,"-4.5","4.5"
241,675627,"Grove, Michael",2022,472,51.1,0.268,0.141,0.274,0.408,0.322,0.29,0.239,19,71,90.4,15.3,2182,94.4,94.78,13,141,100,0.3999999999999915,6.52,113,157,114,150,298,317,296,"-1.9","1.9"
241,641302,"Alexander, Tyler",2021,1640,14.7,0.253,0.173,0.281,0.427,0.312,0.343,0.249,19,75,89.2,21.6,2189,90.5,90.44,20,121,120,-0.09999999999999432,6.25,109,155,121,148,297,324,297,"0.4","-0.4"
240,670456,"Hammer, JD",2021,405,59.3,0.283,0.239,0.313,0.522,0.396,0.355,0.253,13,46,93.6,15.9,2298,94,93.26,22,107,133,-0.7000000000000028,6.01,108,149,113,147,295,323,292,"-3.4","3.4"
240,543507,"May, Trevor",2022,465,51.6,0.327,0.255,0.405,0.582,0.418,0.36,0.262,18,55,93.1,20.6,2293,96.1,97.22,30,111,129,1.1000000000000085,7.05,111,155,115,148,297,328,302,"-2.7","2.7"
237,670167,"Schreiber, John",2023,822,28.8,0.264,0.113,0.406,0.377,0.331,0.291,0.205,14,53,91.7,17.8,2206,93.2,93.99,30,119,118,0.7999999999999972,6.71,111,148,116,148,288,326,291,"0.3","-0.3"
237,657265,"Strzelecki, Peter",2023,653,36.3,0.208,0.208,0.259,0.417,0.319,0.333,0.213,10,48,95,21.4,2410,92,92.61,35,116,121,0.5999999999999943,6.62,112,148,117,147,296,324,296,"0.1","-0.1"
237,527048,"Pérez, Martín",2022,2979,8,0.194,0.129,0.185,0.323,0.289,0.342,0.239,6,31,87.1,12.1,2055,92.7,92.05,7,65,172,-0.7000000000000028,5.9,111,153,116,147,302,323,296,"1","-1"
237,493603,"Ottavino, Adam",2021,1146,20.7,0.106,0.064,0.208,0.17,0.192,0.235,0.156,5,47,93,17,2438,95.5,96.64,38,112,125,1.0999999999999943,6.92,112,153,117,147,289,326,298,"6.9","-6.9"
237,641682,"Hendrix, Ryan",2021,540,43.9,0.375,0.357,0.34,0.732,0.49,0.452,0.359,21,56,94.4,15.8,2225,96.4,95.97,7,91,146,-0.4000000000000057,5.94,110,150,117,148,295,320,292,"-4.3","4.3"
237,605498,"Suárez, Andrew",2023,521,45.5,0.328,0.259,0.327,0.586,0.422,0.374,0.287,19,58,93.2,17,1895,92.3,91.59,13,118,119,-0.7000000000000028,5.76,114,151,124,148,304,319,299,"-7.3","7.3"
235,594798,"deGrom, Jacob",2023,451,52.1,0.177,0.161,0.27,0.339,0.244,0.23,0.163,11,62,89.8,27.3,2550,98.7,99.42,41,117,118,0.7000000000000028,6.8,118,148,113,150,303,332,303,"1.9","-1.9"
235,592135,"Bedrosian, Cam",2021,468,50.2,0.326,0.283,0.355,0.609,0.447,0.421,0.303,15,46,92.4,20.5,2261,92.9,92.43,23,103,132,-0.5,6.05,109,151,118,148,300,324,294,"-1.3","1.3"
235,656686,"Martin, Corbin",2022,429,54.8,0.286,0.163,0.342,0.449,0.366,0.36,0.269,14,49,91.7,14.6,2304,94,93.82,24,114,121,-0.20000000000000284,6.36,110,153,120,149,306,322,299,"-1.1","1.1"
235,669270,"Kuhnel, Joel",2022,934,25.2,0.238,0.159,0.277,0.397,0.287,0.316,0.257,15,63,88.7,15.9,2230,96.2,95,36,128,107,-1.2000000000000028,6.98,111,150,122,146,290,318,290,"1.5","-1.5"
234,670046,"Rosenberg, Kenny",2023,543,43.1,0.234,0.064,0.263,0.298,0.291,0.298,0.234,11,47,88.7,19.9,2174,90.7,89.42,15,99,135,-1.2999999999999972,5.67,111,150,117,148,299,326,299,"3.7","-3.7"
234,677053,"Nardi, Andrew",2022,374,62.6,0.39,0.366,0.522,0.756,0.534,0.42,0.264,16,41,87,21.4,2309,94.4,95.15,30,117,117,0.6999999999999886,6.84,109,149,118,146,302,314,289,"-8","8"
233,656887,"Reid-Foley, Sean",2021,371,62.8,0.292,0.167,0.375,0.458,0.36,0.365,0.269,14,48,89.9,18.7,2139,93.7,95.05,31,112,121,1.2999999999999972,7.14,112,151,113,147,300,325,301,"-4.1","4.1"
233,672335,"Pérez, Cionel",2023,877,26.6,0.321,0.094,0.4,0.415,0.378,0.32,0.255,17,53,85.3,6.1,2172,96.8,96.37,15,101,132,-0.3999999999999915,6.02,108,149,118,146,300,323,292,"-3.9","3.9"
232,608349,"Knebel, Corey",2021,399,58.1,0.167,0.146,0.207,0.313,0.266,0.296,0.196,8,48,94.3,19.1,2403,96.3,96.58,39,119,113,0.29999999999999716,6.44,114,157,116,150,299,319,294,"4.1","-4.1"
232,672582,"Zerpa, Angel",2023,707,32.8,0.226,0.189,0.278,0.415,0.307,0.271,0.21,12,53,88.7,20.7,2027,94.5,93.21,24,113,119,-1.2999999999999972,5.49,108,149,119,147,299,324,289,"-2.4","2.4"
232,519151,"Pressly, Ryan",2022,711,32.6,0.292,0.229,0.306,0.521,0.391,0.386,0.283,14,48,90.8,13.8,2512,94.5,94.38,15,87,145,-0.09999999999999432,6.3,116,156,114,149,295,327,295,"-2.8","2.8"
232,595939,"Ellis, Chris",2021,482,48.1,0.17,0.149,0.15,0.319,0.269,0.364,0.245,8,47,91.1,30.5,2365,93.8,93.8,22,105,127,0,6.53,109,155,117,149,296,324,293,"2.7","-2.7"
232,643377,"Jax, Griffin",2023,1047,22.2,0.229,0.086,0.308,0.314,0.31,0.277,0.192,8,35,85.1,15.7,2381,96.5,96.6,24,95,137,0.09999999999999432,6.34,111,147,115,149,298,327,294,"3.7","-3.7"
231,669935,"Alexy, A.J.",2021,424,54.5,0.114,0.159,0.086,0.273,0.269,0.404,0.281,5,44,88.4,26.8,2218,93.3,93.88,18,110,121,0.6000000000000085,6.72,115,157,127,148,307,325,297,"2.4","-2.4"
231,621593,"Castro, Anthony",2021,455,50.8,0.255,0.213,0.278,0.468,0.355,0.338,0.255,12,47,91.3,11.4,2486,95.2,96.37,18,106,125,1.2000000000000028,6.75,110,153,119,148,295,316,289,"-0.4","0.4"
231,571670,"Floro, Dylan",2022,863,26.8,0.148,0.167,0.182,0.315,0.205,0.199,0.161,8,54,87.2,25.6,2177,92.4,92.14,29,120,111,-0.30000000000001137,6.31,109,153,120,151,298,317,293,"2.6","-2.6"
230,543594,"Nolin, Sean",2021,499,46.1,0.383,0.213,0.432,0.596,0.456,0.345,0.246,18,47,87.9,11.9,2087,90.7,91.34,20,110,120,0.5999999999999943,6.62,108,152,117,143,298,323,299,"-3.2","3.2"
230,622780,"Perdomo, Angel",2021,354,65,0.184,0.237,0.211,0.421,0.357,0.386,0.198,7,38,90.4,19.8,2487,94.3,94.88,35,104,126,0.6000000000000085,6.58,110,150,116,147,296,320,294,"1.9","-1.9"
230,621016,"Cuas, Jose",2023,1176,19.6,0.111,0.167,0.2,0.278,0.247,0.294,0.183,4,36,90.7,21.6,2375,92.3,92.32,45,107,123,0,6.35,110,148,116,150,296,328,294,"0","0"
229,670990,"Ramirez, Yohan",2021,436,52.5,0.224,0.265,0.2,0.49,0.37,0.362,0.221,11,49,86.2,20.4,2310,95.4,96.4,24,105,124,1,6.97,112,153,116,148,292,317,293,"-0.2","0.2"
229,543272,"Hand, Brad",2022,817,28,0.2,0.08,0.243,0.28,0.295,0.381,0.243,10,50,89.1,23,2353,92.6,91.25,17,93,136,-1.3999999999999915,5.69,110,151,118,145,295,324,289,"0.2","-0.2"
229,607259,"Martinez, Nick",2023,1751,13.1,0.245,0.17,0.324,0.415,0.346,0.331,0.227,13,53,88.1,7.4,2374,93.3,92.66,23,102,127,-0.5999999999999943,5.98,116,149,117,151,289,324,297,"0.6","-0.6"
228,600921,"Machado, Andrés",2023,774,29.5,0.277,0.362,0.333,0.638,0.409,0.373,0.27,13,47,94.3,23.5,2120,96.6,97.3,31,101,127,0.7000000000000028,6.73,118,146,117,147,302,328,305,"-4.7","4.7"
228,605525,"Wendelken, J.B.",2022,488,46.7,0.227,0.023,0.27,0.25,0.298,0.364,0.296,10,44,87.1,14.4,2442,95,94.74,21,99,129,-0.29999999999999716,6.26,108,150,119,147,301,321,297,"2.2","-2.2"
228,676831,"Whitley, Kodi",2021,401,56.9,0.192,0.096,0.273,0.288,0.281,0.304,0.206,10,52,88.4,18.1,2248,93.7,93.35,29,116,112,-0.29999999999999716,6.16,114,155,119,148,296,317,294,"3.8","-3.8"
227,605513,"Turnbull, Spencer",2023,555,40.9,0.268,0.25,0.282,0.518,0.37,0.407,0.298,15,56,84.3,11.7,2458,92.9,93.11,26,115,112,0.19999999999998863,6.37,111,146,111,146,294,325,296,"-1.6","1.6"
227,641401,"Brogdon, Connor",2022,710,32,0.314,0.216,0.452,0.529,0.389,0.331,0.254,16,51,90.6,16.6,2294,95.1,96.12,38,115,112,1,7.01,110,151,119,145,296,326,290,"-2.6","2.6"
226,642130,"Taylor, Blake",2022,305,74.1,0.25,0.042,0.279,0.292,0.302,0.34,0.269,12,48,84.9,10,2347,92.6,93.26,17,105,121,0.7000000000000028,6.66,115,153,118,147,292,322,294,"0.8","-0.8"
225,641871,"Middleton, Keynan",2023,856,26.3,0.122,0.098,0.235,0.22,0.234,0.261,0.15,5,41,88.8,10.7,2392,95.5,96.25,35,106,119,0.7999999999999972,6.79,111,148,117,148,297,322,296,"3.5","-3.5"
225,624522,"Thompson, Keegan",2023,477,47.2,0.214,0.095,0.25,0.31,0.336,0.396,0.258,9,42,92.4,17.9,2473,93.7,93.51,13,93,132,-0.20000000000000284,6.12,109,150,112,151,300,322,289,"-0.2","0.2"
224,669461,"Liberatore, Matthew",2022,650,34.5,0.351,0.298,0.386,0.649,0.45,0.416,0.303,20,57,90.3,21,2116,93.7,93.66,22,117,107,0,6.45,108,151,117,148,306,323,297,"-4.2","4.2"
224,663462,"Campbell, Isaiah",2023,478,46.9,0.263,0.237,0.333,0.5,0.403,0.419,0.274,10,38,93.6,17.5,2442,95,95.35,29,96,128,0.4000000000000057,6.42,113,147,119,147,292,320,295,"-2.1","2.1"
222,666818,"Frías, Luis",2022,356,62.4,0.349,0.14,0.395,0.488,0.445,0.459,0.342,15,43,92.6,14.4,2231,96.9,96.07,21,110,112,-0.8000000000000114,6.26,111,150,124,147,299,322,294,"-6","6"
222,628708,"Marte, Yunior",2022,856,25.9,0.241,0.167,0.282,0.407,0.342,0.343,0.253,13,54,91.1,14.1,2412,97.8,97.62,15,95,127,-0.20000000000000284,6.3,110,152,118,149,293,322,298,"-1.3","1.3"
