"last_name, first_name","player_id","year","ff_avg_speed","ff_avg_spin","ff_avg_break_x","ff_avg_break_z","sl_avg_speed","sl_avg_spin","sl_avg_break_x","sl_avg_break_z","ch_avg_speed","ch_avg_spin","ch_avg_break_x","ch_avg_break_z","cu_avg_speed","cu_avg_spin","cu_avg_break_x","cu_avg_break_z",""
"Mize, Casey","663554","2022","93.4","1951","-8.8","-16.3","85.5","2135","3.3","-36.2",,,,,"81.8","1935","8","-51.1",
"McClanahan, Shane","663556","2022","96.7","2233","10.8","-11.7","89.3","2348","-3.6","-30.5","87.7","1732","16","-25.4","82","2628","-7.6","-52.1",
"Moran, Jovani","663558","2022","93.4","2225","2.9","-13.4","81.5","2623","-7.9","-38.7","83.3","1809","13.7","-31.4","80.7","2565","-8","-50.1",
"Falter, Bailey","663559","2022","91.4","2052","1.3","-13.8","83.5","1967","-4.4","-35.5","83.1","1567","8.3","-24.9","76.6","2125","-7.6","-53.4",
"Santillan, Tony","663574","2022","96.2","2206","-11.1","-15.7","86.5","2292","10.2","-38",,,,,,,,,
"Small, Ethan","663629","2022","91","2199","2.6","-14.5","79.5","2066","-3.4","-43.6","78.7","1454","11.5","-32.6",,,,,
"Lynch IV, Daniel","663738","2022","94","2125","6.8","-15.2","86","2018","-0.4","-33.6","84.8","1671","13.2","-27.7","81.6","2096","-1.7","-45.4",
"Morris, Cody","663752","2022","94.6","2500","-7.2","-13.4",,,,,"81.9","1402","-12.3","-30.8","79.6","2364","9","-58.4",
"Knehr, Reiss","663753","2022","93.1","2387","-6.6","-15.3","82.8","2411","11.8","-43.6","89","1801","-14.8","-27.6","79.2","2020","10.9","-47.8",
"Woodford, Jake","663765","2022","92.4","2203","-5.5","-18.4","83.7","2589","7.2","-39.2","85.2","1401","-12.1","-29.9","75.3","2541","10.7","-66.2",
"Hoeing, Bryan","663773","2022","93.3","2033","-14.9","-21.5","83.2","2362","4.6","-41.8","87.6","1719","-16.7","-29.9","80.2","2364","15.3","-43.8",
"Sandoval, Patrick","663776","2022","93.1","2037","4","-15.1","86.3","2551","-6.6","-35.6","83.7","1608","14.3","-30.6","78.6","2779","-7.6","-56.5",
"Kowar, Jackson","663804","2022","95.8","2259","-12.3","-14.1","82.9","2306","3.3","-45.6","85.7","2512","-16.1","-35.5",,,,,
"Hicks, Jordan","663855","2022","100.1","2178","-7.8","-16.8","84.7","2486","11.8","-38.7","92","1756","-15.6","-24.2",,,,,
"Singer, Brady","663903","2022","92.6","2327","-7.6","-20.2","85.5","2341","3.6","-36.8","86.9","2229","-14.5","-24.3",,,,,
"Holton, Tyler","663947","2022","90.5","2154","2.3","-15.8",,,,,"82.8","1630","13.8","-31","77.3","2588","-6.4","-62.6",
"Paddack, Chris","663978","2022","93","2193","-9.9","-13.3","83.5","1861","0","-34.5","82.5","1949","-15.3","-31.5","76","2155","9.4","-66",
"Stephan, Trevor","663986","2022","96.5","2479","-11","-14.9","85.9","2590","9.5","-34.6",,,,,,,,,
"Vespi, Nick","663989","2022","88.6","2264","-2.4","-30.5","83.7","2549","-10.3","-36.8",,,,,"80.5","2420","-9.5","-47.2",
"Lakins Sr., Travis","664042","2022","93.9","2231","-3.9","-15.4","82.7","2662","12.2","-40.1","88.5","1670","-13.4","-32.6","80.3","2812","14.1","-56",
"Stashak, Cody","664054","2022","90.6","2194","-4.6","-12.6","82","2113","6.5","-34","84.3","1278","-10.2","-25.1",,,,,
"Gonsolin, Tony","664062","2022","93.1","2326","-8.5","-14.2","87.5","2486","3.2","-30.8",,,,,"80.7","2570","3.3","-54",
"Cleavinger, Garrett","664076","2022","96","2302","10.6","-14","82.7","2637","-8.8","-45.2",,,,,"76.8","2711","-15.9","-60.2",
"Poppen, Sean","664092","2022",,,,,"83.5","2280","15.5","-40.9","85.3","1860","-17.2","-33.3",,,,,
"Effross, Scott","664123","2022","90.8","2246","-17.3","-29.6","79.8","2451","12.5","-40.3","83","2065","-14.3","-48.6",,,,,
"Fairbanks, Pete","664126","2022","99","2515","-0.1","-7.5","85.8","2465","2.5","-44.4","95.8","2032","-15.3","-21.5",,,,,
"Gibaut, Ian","664139","2022","95.8","2273","-4.7","-12.5","85","2506","8.9","-36.1","85.9","1894","-14.9","-29.4",,,,,
"Brubaker, JT","664141","2022","92.7","2156","-9.3","-16.2","86.7","2653","0.9","-34.3","87.2","1880","-15.2","-29.6","80","2813","6.5","-50.9",
"Swarmer, Matt","664161","2022","90.5","1989","-4.1","-18.1","82.1","2194","7.3","-37.5","85.7","1468","-4.1","-26.3",,,,,
"Clarke, Taylor","664199","2022","95.6","2268","-5.5","-12.3","88.4","2177","3.6","-31.4","89","1536","-14.1","-29.5",,,,,
"Cyr, Tyler","664202","2022","94.4","2149","-4.9","-12.3",,,,,"86.4","1227","-8.3","-33.2",,,,,
"Maton III, Phil","664208","2022","91","2487","-1.3","-16.8",,,,,"84.2","2243","-4.9","-21.3","74.5","2998","19.9","-58.9",
"Valdez, Framber","664285","2022","94.1","2192","7.4","-22.1",,,,,"88.7","1631","15.3","-33","79.1","2848","-11.7","-60.5",
"Moreta, Dauri","664294","2022","95.9","2266","-9.9","-12.3","85.7","1996","-3.7","-35.8","87.8","1810","-12.5","-21.3",,,,,
"Javier, Cristian","664299","2022","93.8","2354","-7.3","-12.3","79.9","2621","15.1","-40.2","85.2","2214","-14.5","-28.2","76.5","2884","13.2","-56.4",
"Yajure, Miguel","664337","2022","92.9","2325","-7.2","-15.2","81.4","2127","9.2","-39.4","89.2","1523","-13.6","-30.6","81.9","2666","6.8","-55.4",
"Urquidy, Jose","664353","2022","93.5","2201","-7.7","-11.7",,,,,"86.1","2006","-15.8","-23.6","78.1","2628","7.4","-60.3",
"Diaz, Alexis","664747","2022","95.7","2656","-6.6","-15.6","86.9","2750","5.7","-35.1",,,,,"81.4","2864","14.9","-45.3",
"Cousins, Jake","664776","2022","95.7","2297","-14.4","-18.6","82.9","2624","13.3","-38.4","89.5","1998","-18.8","-35.5",,,,,
"Young, Danny","664849","2022",,,,,"77.5","2591","-17.6","-42.1","83","2098","19.5","-42.1",,,,,
"Helsley, Ryan","664854","2022","99.6","2643","-2.8","-9.5","89.2","2463","4.6","-32.1","89.7","1564","-10.9","-22","80.8","2533","6.6","-53.5",
"Dowdy, Kyle","664871","2022",,,,,,,,,,,,,,,,,
"Lawrence, Justin","664875","2022",,,,,,,,,,,,,,,,,
"Naile, James","664942","2022","91.2","1614","-7","-26.7",,,,,"86.5","1504","-10.9","-34.2","82.3","2671","12.3","-44",
"Vieaux, Cam","664944","2022","93.1","2256","10.7","-17.8","78.3","2624","-14.6","-44","87","1589","13.4","-32.2",,,,,
"Misiewicz, Anthony","664948","2022","93.4","2122","8.5","-15.5","83.6","2708","-9.4","-40.8",,,,,"79.2","2855","-8.8","-54.4",
"Kelley, Trevor","665001","2022",,,,,"83.8","2437","0","-34","80.7","1916","-17.7","-44.5","78.6","2551","8.9","-45.8",
"Clemens, Kody","665019","2022",,,,,,,,,,,,,,,,,
"Kremer, Dean","665152","2022","93.5","2235","-8.9","-14.8",,,,,"83.7","1580","-15.1","-37.8","76.5","2697","11.1","-62.2",
"Garcia, Rony","665621","2022","92.9","2335","-10.6","-18",,,,,"87.5","1748","-12.1","-26.9","80.3","2343","7.9","-42.2",
"Peguero, Elvis","665625","2022",,,,,"91","2525","1.2","-30.4",,,,,,,,,
"Castro, Kervin","665645","2022","92.7","2369","3.1","-16",,,,,,,,,"79.4","2141","2.8","-56.7",
"Sanmartin, Reiver","665665","2022","90.9","2218","13.7","-21.3","82","2433","-5.7","-39","85.2","1998","16.8","-38.8",,,,,
"Cabrera, Edward","665795","2022","96","2289","-9.8","-13.8","86.9","2423","4.4","-33.7","92.4","1679","-16.1","-24","83.8","2431","9","-44.8",
"Assad, Javier","665871","2022","92.9","2211","-6.9","-15.2","81.2","2297","10.8","-37.7","85.4","1510","-14.2","-29.6","75.9","2432","10.8","-58.3",
"Marte, Jose","665896","2022","96.6","2357","-7.3","-13.9","88.1","2681","10","-35.6","89.6","2116","-10.5","-27.2",,,,,
"Anderson, Ian","666120","2022","94","1938","-5.9","-14.3",,,,,"88.2","1519","-10.4","-25.3","81.7","1874","0.6","-43.8",
"Garrett, Braxton","666129","2022","91.4","2315","9.3","-17.1","84","2298","-9.1","-41.7","85.9","1637","16.9","-33.5","78.7","2298","-11.4","-53.2",
"Ragans, Cole","666142","2022","92.1","2401","10.7","-13.9",,,,,"82.2","2210","16.1","-26.6","76.3","2220","-11.2","-62.3",
"Lodolo, Nick","666157","2022","94.4","2340","16.8","-20.5",,,,,"88.3","1962","17.9","-32.9","81.5","2733","-13.8","-40",
"Manning, Matt","666159","2022","93.2","2053","-3","-15","83.7","2176","8.2","-28.9","86.2","1372","-11.7","-29.5","79.7","2282","8.9","-54",
"Thompson, Mason","666168","2022","95.5","2252","-8.6","-12.5","84.4","2207","4.2","-39.9","88.2","2001","-18.4","-28.5",,,,,
"Luzardo, Jesus","666200","2022","96.3","2207","13.6","-14.8","83.7","2325","-1.1","-39.6","87.2","1900","15.6","-27.7",,,,,
"Manoah, Alek","666201","2022","93.9","2369","-5.5","-14.3","81.5","2216","14.5","-41","86.5","1980","-14.5","-27.3",,,,,
"Jimenez, Dany","666204","2022","93.9","2216","-3.4","-13.3","81.9","2360","2","-41.1",,,,,,,,,
"Muller, Kyle","666205","2022","94.2","2384","5.3","-16.9","86.9","2046","-0.7","-34.5","88.1","1611","14.3","-30.2","80.9","2446","-6.8","-54.1",
"Wentz, Joey","666214","2022","92.4","2273","11.9","-15.6",,,,,"84.1","2085","15","-27","75.4","2291","-8.6","-58.8",
"Brash, Matt","666374","2022","96.9","2233","-11.5","-15.3","86.8","2883","15.2","-36.5","85.5","2050","-17.8","-30.6","84.6","2971","13.7","-46.1",
"Castillo, Max","666721","2022","93","2193","-13","-17.5","83.4","2377","3.2","-36","87.5","1615","-13.6","-30.5",,,,,
"Doval, Camilo","666808","2022",,,,,"87.7","2580","6.4","-34.8",,,,,,,,,
"Frias, Luis","666818","2022","96.9","2231","-3.7","-11.8","85.4","2029","1.5","-42.1","89.7","1324","-11","-23.4",,,,,
"Cano, Yennier","666974","2022","95.7","2272","-15.9","-16.7","87.5","2475","2.5","-35.9","90.2","1824","-18.1","-30.3",,,,,
"Nance, Tommy","667297","2022","93.8","2341","-9.1","-15.4","86.9","2652","2.7","-39.3",,,,,"85.3","2886","11.5","-49.4",
"Sanchez, Miguel","667376","2022","94.2","2142","-6.9","-15.9","82.5","2220","3.4","-40.1","89","1589","-12.6","-31.3",,,,,
"Jackson, Zach","667427","2022","94.4","2120","-4.9","-11.2","85.2","2461","0.6","-40.1","88.9","1230","-9.5","-26.8",,,,,
"King, John","667463","2022",,,,,"82.3","2700","-5.6","-46.2","80.7","1638","15.7","-42",,,,,
"Fletcher, Aaron","667465","2022",,,,,"79.6","1809","-5.1","-43.1","74.9","1884","16.3","-49.1",,,,,
"Dugger, Robert","667498","2022","89.4","2120","-7.4","-19.3","77.6","2292","11.8","-43.8","81.3","1408","-13.4","-35.8","72.6","2240","11","-61.1",
"Miller, Tyson","668338","2022","90.8","2096","-2.2","-22.6","81.5","2417","13.9","-37.4","86.3","2084","-15.7","-35.9","79.3","2538","14.1","-50.2",
"Nogosek, Stephen","668665","2022","95","2279","-2.7","-11.7","83","2320","5.8","-39.8","87.3","1418","-12.5","-29.1","75.8","2309","13.8","-54.9",
"Plesac, Zach","668676","2022","91.9","2148","-7.4","-13.6","85.4","2125","1.4","-29.9","85.7","1626","-11.4","-24.9","79.3","2182","1.9","-52.8",
"Gallen, Zac","668678","2022","94.1","2420","-3.4","-13.4","86.7","2513","7.5","-35.6","86.2","1539","-11.9","-32.8","81.6","2515","6.7","-53.5",
"Tully, Tanner","668684","2022","90.9","1932","3.6","-19.2","81.3","2390","-10.9","-40.2","84.7","1435","12.2","-34.3","75.2","2479","-8.9","-58.5",
"Thompson, Zack","668868","2022","94.8","2002","7.9","-14.5",,,,,"87.7","1464","12.3","-26.1","75","2811","-7.8","-67.4",
"Kilian, Caleb","668873","2022","94.6","2175","-2.5","-18.1",,,,,"88","1898","-10.6","-26.7","76.8","2407","11.9","-60.3",
"Greene, Hunter","668881","2022","98.9","2368","-11.7","-12.1","88.1","2363","4.6","-32","90.1","1993","-11.3","-21.8",,,,,
"Ashcraft, Graham","668933","2022",,,,,"85.8","2707","11","-40.1","89.8","1776","-13.6","-28.1",,,,,
"Romero, JoJo","668941","2022","95.5","2220","9.6","-15.8","84","2655","-11.6","-39.6","86.5","1560","15.1","-31",,,,,
"McCarty, Kirk","668948","2022","92.5","2311","7.1","-13.6","82.7","2461","-6","-37.4","84.7","1610","12.5","-25","77.1","2714","-9.1","-54.5",
"Hollowell, Gavin","668970","2022","92.9","2591","-5.8","-18.2","81.2","2330","14.4","-39","84","2308","-16.9","-32.1",,,,,
"Gore, MacKenzie","669022","2022","94.7","2236","5.2","-13.1","87.4","1955","-2.1","-30.6","84.8","2098","13.2","-25","80.8","2293","-0.6","-52.4",
"Wilson, Bryse","669060","2022","92.7","2034","-8.5","-17.4","82.5","2194","6.3","-37.9","86.1","1612","-14.4","-32.4","77.5","2299","16.1","-49",
"Hall, DL","669084","2022","96.2","2248","6.6","-13","87.4","2447","-9.5","-30.4","85","2187","15","-27.8","80.7","2590","-9.1","-53.1",
"Estrada, Jeremiah","669093","2022","96.7","2267","-2.8","-9.6","83.6","2312","10.4","-31.4","86.9","1865","-8.9","-18.7","73.1","2600","8.2","-71.3",
"Zimmermann, Bruce","669145","2022","90.6","2335","7.9","-16.6","85.1","2433","1.2","-34.7","84.7","1938","16.7","-28.3","81.1","2405","-1.6","-48.8",
"May, Dustin","669160","2022","98.1","2356","-10.2","-13.4",,,,,"88.6","1929","-14.9","-34.3","85.5","3267","17.2","-41.7",
"Heasley, Jonathan","669169","2022","93.4","2322","-8.2","-12.5","85.6","2277","3.3","-34.1","84.9","1871","-12.9","-27.7","78.5","2615","6.1","-60.3",
"Nelson, Ryne","669194","2022","94.8","2199","-3.6","-10.9","82.3","2439","13.5","-42.3","81.8","1873","-14","-29.6","76.9","2507","4.9","-58.3",
"Burnes, Corbin","669203","2022","96.1","2578","-5.1","-13.8","88.2","2801","7.4","-35.1","90.3","2044","-14.4","-26.5","81.6","2761","9.8","-47.5",
"Akin, Keegan","669211","2022","93.5","2256","10.7","-13.6","85.3","2163","-5.1","-36.2","84.1","1967","16","-30","75.1","2385","-10.4","-61.9",
"Morgan, Eli","669212","2022","92.1","2268","-10.9","-15.1","85.7","2274","1.4","-32.3","75.9","2098","-15.6","-44","80.5","2223","12.3","-47.4",
"Kuhnel, Joel","669270","2022","96.2","2230","-7.1","-17.1","86.8","2365","4.4","-35.4","90.2","1483","-11.6","-28.5",,,,,
"Lee, Dylan","669276","2022","92.1","2260","7","-12.7","83.8","2080","-3.2","-34.4","86.3","1525","11","-26.4",,,,,
"Gilbert, Logan","669302","2022","96.1","2135","-6.4","-11.9","86.9","2289","6.1","-31.6","86.2","1752","-15.3","-28.3","80.8","2117","4.2","-50.1",
"Wells, Tyler","669330","2022","93.5","2459","-5.8","-11.5",,,,,"86.7","2098","-14.9","-23.1","76.3","2672","9.4","-58.2",
"Baz, Shane","669358","2022","96","2429","-8.9","-11.8","87.7","2541","2.2","-30.4","88.5","2009","-16","-24.9","82.3","2744","7.2","-53.8",
"Skubal, Tarik","669373","2022","94.1","2157","8.3","-15.1","89.3","2119","-1.1","-25.9","83.6","1599","13.4","-32.5","76.9","2230","-6.4","-55.3",
"Coleman, Dylan","669395","2022","97.5","2447","-4.8","-15.2","85.9","2532","9","-34.8",,,,,,,,,
"Lambert, Jimmy","669424","2022","94.3","2221","-7.8","-12.7","84.4","2583","5.6","-39.9","85.4","1576","-14.6","-31.2","76.8","2597","5.9","-65.4",
"Rogers, Trevor","669432","2022","94.6","2423","12.6","-16.6","80.7","2038","-7.6","-36.2","85.7","1372","14.6","-35.6",,,,,
"Bieber, Shane","669456","2022","91.3","2206","-8.5","-15.3","85","2515","2.8","-35.1","86.4","1557","-12.9","-30.3","82","2197","9.9","-51.6",
"Nelson, Kyle","669459","2022","91.9","2148","3.9","-17.4","84.3","2573","-6.2","-38.2",,,,,"77","2415","-12.9","-50.1",
"Liberatore, Matthew","669461","2022","93.7","2116","6.9","-14.7","86","2573","-4","-34.9","85.9","1527","12.8","-28.2","74.3","2737","-11.6","-67.2",
"Pallante, Andre","669467","2022","95.2","2221","-3.6","-21","86.9","2337","5.4","-37.3","83.1","1574","-11.5","-31.9","76.5","2836","9","-65.1",
"Barlow, Joe","669618","2022","94.5","2330","-6.2","-11.6","87.3","2285","3.9","-28.5",,,,,"81.3","2458","1.8","-50.3",
"Bender, Anthony","669622","2022","98.3","2236","-8.8","-16.6","84.9","2489","7.9","-40.6","90.7","1779","-17","-35.9",,,,,
"Long, Sam","669674","2022","94.7","2204","7.5","-12.4",,,,,"84.3","1946","11","-23.8","77","2520","-2.1","-62",
"Weissert, Greg","669711","2022","94.4","2254","-8.2","-16.1",,,,,"85.2","1723","-17.3","-36.9",,,,,
"Wesneski, Hayden","669713","2022","93.1","2148","-6.4","-18.6",,,,,"87.2","1545","-15.4","-32",,,,,
"De Jesus, Angel","669804","2022",,,,,"83.9","2344","2.7","-34.1","87.8","1886","-13","-23.6",,,,,
"Blanco, Ronel","669854","2022","95.2","2280","-5","-11.7","87.3","2224","5.1","-32.1","87.3","1468","-13","-25.8","81","2392","13.8","-47.2",
"Snead, Kirby","669912","2022","93.5","2497","14.3","-18.5","82","2788","-9.2","-41.2","87.6","2222","18.6","-35.9",,,,,
"Alexander, Jason","669920","2022","93.1","2191","-13.9","-20.3","81.2","2512","11.2","-39.6","81.5","1806","-17","-38.3",,,,,
"Kirby, George","669923","2022","95.3","2179","-8.8","-15.1","85.5","2188","10.1","-38.1","86.1","1472","-15.3","-33.4","80.8","2177","9.9","-53.6",
"Alexy, A.J.","669935","2022","94.2","2139","-6.8","-12.8","83.9","2417","5.3","-38.3","88.3","1504","-10.4","-24.8","78.7","2469","7.3","-61.3",
"White, Mitch","669952","2022","93.7","2276","-4","-15.2","86.8","1756","3.3","-28.9","87.2","1548","-13.7","-30.4","80.2","2407","5.2","-57.2",
"Festa, Matt","670036","2022","92.6","2332","-4.8","-17.6",,,,,,,,,,,,,
"Rosenberg, Kenny","670046","2022","90.8","2087","10.1","-15.9","79.2","2207","-8.8","-46.2","81","1596","11.6","-30.9","74.1","2254","-7.9","-62.7",
"Holderman, Colin","670059","2022","96.5","2221","-8.6","-16.7","86.1","2455","7.6","-32.3","86.4","1899","-15.8","-33.3",,,,,
"Mills, Wyatt","670090","2022","91.9","2014","-14","-24.7","80.8","2353","7","-35.8",,,,,,,,,
"Oller, Adam","670124","2022","93.3","2209","-11.1","-14.2","84.2","1787","4.5","-43.5","86.5","1654","-14.4","-29.3","80.4","2058","5","-49.4",
"Schreiber, John","670167","2022","94.4","2238","-10.3","-21.5","82.1","2614","13","-36.6","88.5","1649","-15.6","-37.6",,,,,
"Winckowski, Josh","670174","2022","93.7","2201","-2.8","-16.2","84.8","2336","5.5","-41.1","90.6","1687","-15.4","-29.6",,,,,
"Bednar, David","670280","2022","96.4","2298","-10.2","-12.4",,,,,,,,,"77.1","2436","8.3","-56.7",
"Fishman, Jake","670288","2022",,,,,"75.8","2316","-14.8","-48.2",,,,,,,,,
"Garcia, Rico","670329","2022","95.5","2379","-5.9","-11.2",,,,,"86.4","2050","-12.6","-21.4","83.6","2354","5.4","-43.3",
"Diehl, Phillip","670426","2022","91.2","2343","8.9","-15.4","83.3","2496","-1.3","-38.6","85.9","1568","12","-27.3",,,,,
"Gonzalez, Luis","670768","2022",,,,,,,,,,,,,,,,,
"Gillaspie, Logan","670810","2022","95.2","2151","-8.9","-12.9","82.1","2334","12.3","-40.5","86.3","1532","-15.5","-32.1","81.7","2222","5.4","-54.3",
"Oviedo, Johan","670912","2022","96","2275","-8.7","-19.5","85.7","2584","5.8","-35.5","88.8","1747","-15.4","-28.7","78.4","2461","10.8","-49.7",
"Richards, Trevor","670950","2022","93.4","2222","-7.4","-11.4",,,,,"84.1","2505","-16.2","-32.6","85.1","2116","2","-35.7",
"Uceta, Edwin","670955","2022","91.9","2431","-5.7","-16.3","86.9","2520","5.3","-23.1","88.3","2118","-16.5","-31.8","81","2575","7.5","-49.4",
"Morejon, Adrian","670970","2022","96.9","2498","6.8","-12.2","87.6","2655","-5.3","-37.2","84.3","859","8.3","-31.9","80.1","2536","-10.2","-51.2",
"Ramirez, Yohan","670990","2022","93.9","2235","-9.2","-19",,,,,,,,,,,,,
"Foley, Jason","671345","2022","96.1","2185","-13","-16.7","86.5","2240","4.1","-35.9","89.5","1594","-14.8","-31.7",,,,,
"Bolanos, Ronald","671790","2022","93","2196","-6.2","-18.3","84.1","2423","7.8","-37.9","87.1","1486","-10.7","-27.4","77","2538","13.8","-52.4",
"Detmers, Reid","672282","2022","93.2","2102","10.1","-14.7","86.3","2140","-2.4","-37.3","84.2","1435","13.5","-29.6","73.1","2476","-12.2","-67",
"Perez, Cionel","672335","2022","97","2194","6.2","-12.7","84","2602","-12.3","-43.9",,,,,"82.6","2831","-11.5","-56.1",
"Ort, Kaleb","672391","2022","96.3","2176","-9.4","-12.9","86","2378","10.3","-36.4","89.8","1891","-15.8","-28.2",,,,,
"Hernandez, Carlos","672578","2022","96.8","2365","-8.2","-12.1","85.9","2026","3","-34.7",,,,,"82.1","2278","3.2","-45",
"Zerpa, Angel","672582","2022","94.1","2111","8.5","-16.3","83.5","2501","-7.4","-42.4","87","1606","10.4","-24.3",,,,,
"Contreras, Roansy","672710","2022","95.6","2389","-7.4","-12.3","83.8","2489","4.3","-40.3","89.7","2080","-14.5","-22.6","78.9","2728","8.9","-56.8",
"Patino, Luis","672715","2022","94.6","2248","-5.4","-12.5","84.3","2388","7.4","-31.8","85.4","1837","-13.9","-26.1",,,,,
"Adon, Joan","672851","2022","95","2186","-10.7","-15.4","86.2","2061","2.4","-34.1","87.4","1886","-16.1","-28.5","79.7","2263","7.8","-53.5",
"Cruz, Jesus","672911","2022","94.9","2167","-6","-12.9","87.1","2443","7.5","-33.6",,,,,,,,,
"Henry, Tommy","674072","2022","91.6","2184","7.2","-17.6","85.7","2193","1.4","-31.3","84.7","1435","14.3","-34.1","80.6","2389","-6.8","-50.5",
"Plassmeyer, Michael","674681","2022",,,,,,,,,,,,,,,,,
"Curry, Xzavion","675540","2022","92.1","2227","-3.4","-12.1","85.3","2455","6.6","-34.6","87.6","1590","-10.6","-23.9","73.4","2427","10.7","-63.4",
"Grove, Michael","675627","2022","94.4","2182","-6.7","-13.4","85","2274","4.9","-34.4",,,,,"79.1","2559","8","-56.8",
"Strider, Spencer","675911","2022","98.2","2343","-5.1","-10.7","86.3","2388","5.2","-35.6","88.9","2126","-14.8","-25",,,,,
"Lowther, Zac","675912","2022","90.6","2230","13.6","-18.2","81.9","2112","-4.5","-38.8","83.5","1774","15.1","-30.6","75.1","2343","-13.6","-60",
"Karinchak, James","675916","2022","95.2","2349","-1.9","-9.5",,,,,,,,,"82.9","2398","-1.7","-48.3",
"Howard, Spencer","675921","2022","94.4","2144","-7.6","-14.4","84.7","2162","5.2","-37.7","79.5","1471","-12.7","-33.7","75","1934","6.2","-66.3",
"Naughton, Packy","676050","2022","92.8","2078","7.1","-17.2","80.9","2350","-3.5","-42.2","84.4","1428","14.1","-32.1",,,,,
"Junk, Janson","676083","2022","92.5","2377","-1.6","-14.3","83.1","2231","9.9","-31.9",,,,,"79.2","2375","7.4","-58.6",
