"last_name, first_name","player_id","year","ff_avg_speed","ff_avg_spin","ff_avg_break_x","ff_avg_break_z","sl_avg_speed","sl_avg_spin","sl_avg_break_x","sl_avg_break_z","ch_avg_speed","ch_avg_spin","ch_avg_break_x","ch_avg_break_z","cu_avg_speed","cu_avg_spin","cu_avg_break_x","cu_avg_break_z",""
"Hader, Josh","623352","2022",,,,,"84","2460","-4.1","-38.3","88.6","1599","13.4","-27.9",,,,,
"Topa, Justin","623437","2022",,,,,"81.5","2668","15.4","-41.9","86.4","2103","-18.5","-35.9",,,,,
"Stephens, Jackson","623451","2022","94.1","2062","-6.1","-16.2","86.9","2457","4.8","-35.6","85.9","1505","-8.2","-35.2","76.8","2974","16","-57.8",
"Phillips, Evan","623465","2022","96.1","2321","-5.3","-15.5",,,,,,,,,,,,,
"Herget, Jimmy","623474","2022","92.1","2236","-14.9","-23.4","83.2","2608","3.3","-35.2","84.3","1514","-8.4","-41.5","74.8","2732","16.9","-46.1",
"Goudeau, Ashton","623485","2022","92.4","2066","-6.5","-16.2",,,,,"84.8","1543","-11.5","-28.9","77.5","2301","8.1","-56.1",
"Suarez, Ranger","624133","2022","93.2","1894","6.6","-20.1","82.4","2114","-6.6","-38.8","84.9","1522","14.6","-32.3","76.6","2228","-9.7","-55.5",
"Gordon, Nick","624503","2022",,,,,,,,,,,,,,,,,
"Thompson, Keegan","624522","2022","93.5","2369","-4.5","-14",,,,,"86.1","2092","-14.6","-26.6","81.3","2574","8.2","-55.1",
"Lopez, Reynaldo","625643","2022","97.1","2249","-7.2","-12.1","87.4","2263","6.4","-30.8","85.9","1590","-11.7","-27.3","80.4","2513","9.4","-50.4",
"Iglesias, Raisel","628452","2022","95","2318","-9.8","-14.5","84.1","2561","8.4","-32.7","88.7","1885","-16.8","-31.2",,,,,
"Marte, Yunior","628708","2022","97.8","2412","-12.2","-14.5","86","2601","4.3","-35.9","90.9","2462","-6.1","-21.9",,,,,
"Urias, Julio","628711","2022","93.1","2521","3","-14.9",,,,,"86.2","1950","13.9","-30",,,,,
"Chirinos, Yonny","630023","2022","92","2240","-9.1","-16","87.3","2331","2.3","-29.9",,,,,,,,,
"Crowe, Wil","640444","2022","95.1","2478","-2.5","-13.6","87.6","2779","6","-35.3","85.9","1740","-10.2","-33","81.6","2463","6.4","-56.3",
"Finnegan, Kyle","640448","2022","97","2069","-11.6","-13.8","89","2134","2.8","-26.7",,,,,,,,,
"Harvey, Hunter","640451","2022","98.3","2028","-9.1","-11.1","86.7","2340","3","-36.6",,,,,"82.8","1997","8.1","-52",
"Manaea, Sean","640455","2022","91.3","2000","12.5","-20.2","81.7","2027","-3.6","-38.8","84.9","1439","13","-31.2","77.8","2015","-11.1","-43.8",
"Puk, A.J.","640462","2022","96.7","2288","12.4","-17.2","86.9","2233","-3.4","-35.2","87.8","2056","1.7","-33.9",,,,,
"Alzolay, Adbert","640470","2022","94.8","2378","-7.4","-13.1","85.4","2591","7.7","-34.9","86.3","1799","-15.3","-27.9",,,,,
"Lopez, Pablo","641154","2022","93.5","2196","-4.5","-17.9",,,,,"87.5","1965","-17.3","-32.3","80.9","2495","11","-51.7",
"Alexander, Tyler","641302","2022","90","2275","7.6","-15.9","80.8","2292","-4.2","-41.6","82.8","1524","13.7","-31.5",,,,,
"Baker, Bryan","641329","2022","96.2","2335","-2.4","-11.8","87.3","2411","7.4","-33.1","84","1913","-14.3","-28",,,,,
"Bickford, Phil","641360","2022","94.1","2361","-4.8","-15.2","83.3","2293","6.5","-37.6","88.7","2185","-7.7","-18.6",,,,,
"Brentz, Jake","641394","2022","95.8","2236","9","-14.2","84.8","2233","-4","-39.2","90.8","1752","17.2","-28.6",,,,,
"Brogdon, Connor","641401","2022","95.1","2294","-10.8","-13.9",,,,,"83.8","2060","-17.1","-32.1",,,,,
"Castano, Daniel","641447","2022","92","2239","5.3","-19.6","81.2","2437","-7.4","-42","84","1766","12.6","-29.7",,,,,
"Cortes Jr., Nestor","641482","2022","91.8","2270","4.1","-12.7",,,,,"82.9","1329","12.7","-33.9","72.1","2437","-9","-56.9",
"Danish, Tyler","641501","2022","91.3","1884","-13.1","-24.8","87.1","2291","0.6","-32.9","84.4","1424","-14.6","-39.5","73.7","1994","6","-51",
"Dunning, Dane","641540","2022","88","2034","-5.8","-26.6","78.7","2081","7.5","-48.5","84","1860","-17.2","-34.7","80.1","2215","10.1","-55.2",
"Foster, Matt","641582","2022","93.7","2243","-5.8","-12.6","85.8","2298","5.5","-32.1","83.9","1824","-11.9","-25.8","79.6","2150","2.4","-53.3",
"Gott, Trevor","641627","2022","95.2","2201","-8.4","-15.1",,,,,"90.2","1429","-14.5","-29.9","82.7","2073","10","-49.9",
"Hatch, Thomas","641672","2022",,,,,,,,,,,,,,,,,
"Hendrix, Ryan","641682","2022","95.6","2144","-7.5","-17.3","84.8","2377","1.7","-40.5","90.3","1651","-16.1","-29.6",,,,,
"Hudson, Dakota","641712","2022","91.3","2173","-4.1","-24.4","87.6","2371","0.4","-31","86.5","1457","-12.5","-28.8","80.5","2421","7.4","-46.9",
"Jefferies, Daulton","641726","2022","92.4","2118","-10.8","-17.3",,,,,"86.1","1508","-15.1","-32.9","80.2","2368","5.1","-44.7",
"Jimenez, Joe","641729","2022","95.7","2461","-10.4","-11.6","84.8","2226","2.7","-36.5","90.7","2200","-16.3","-24.3",,,,,
"Keller, Brad","641745","2022","94.5","2409","2.4","-17.3","86.9","2541","5.7","-38.5","90.3","1618","-10.1","-24.7","87.8","2543","4.8","-37.5",
"Kinley, Tyler","641755","2022","95.4","2245","-3.7","-14.8","89.5","2424","1.7","-29.5","88.8","1622","-11.2","-24.2",,,,,
"Kuhl, Chad","641771","2022","92.9","2218","-9.3","-18","86.5","2541","3","-34.4","87.9","1699","-13.9","-29","79.5","2866","12.3","-54.6",
"Lauer, Eric","641778","2022","93.3","2290","9.8","-14.6","86.7","2285","-3.1","-32.3","87.2","1745","15","-27.4","78.2","2400","-6.4","-52.7",
"Littell, Zack","641793","2022","94.5","2132","-6.2","-12.6","87.9","2220","2.5","-29.1",,,,,,,,,
"Mahle, Tyler","641816","2022","93.2","2293","-10.2","-13.5","83.9","2496","5","-36.8",,,,,,,,,
"Mayza, Tim","641835","2022","94","2156","6.9","-9.4","88.6","2200","0.5","-30.6",,,,,,,,,
"McKay, David","641853","2022",,,,,"83.1","2524","9.7","-33.2",,,,,,,,,
"Middleton, Keynan","641871","2022","95.1","2363","-7.5","-13.2","84.6","2371","2.9","-35.6","87.2","1822","-13.9","-29.6",,,,,
"Murphy, Patrick","641907","2022","96.1","2195","-5.7","-13.3",,,,,,,,,"82.7","2173","9.2","-52.9",
"Ober, Bailey","641927","2022","91.5","2301","-8.5","-15.3","82.9","2175","5.4","-40.1","84.3","1818","-16.4","-30.7","76.7","2241","9.5","-57.2",
"Pagan, Emilio","641941","2022","95.6","2517","-4.9","-11.6","84.6","2477","13.4","-36.2",,,,,"80.2","2632","8.3","-56.5",
"Rogers, Josh","642028","2022","90.4","2100","11.7","-18.3","81.5","2210","-4.3","-40.1","84.7","1509","14.4","-30.9",,,,,
"Speier, Gabe","642100","2022","93.6","2166","10.3","-17.5","81.9","2091","-4.6","-43.3","87.3","1303","12.4","-34.6",,,,,
"Sulser, Cole","642121","2022","91.9","2235","-7.6","-14.5","84","2274","6.7","-31.9","83.2","1512","-14.7","-33.9","77.8","2375","15.6","-46.9",
"Taylor, Blake","642130","2022","92.6","2347","-2","-15.4","84.4","2246","-6.8","-39.2",,,,,,,,,
"Trivino, Lou","642152","2022","95.6","1992","-9.2","-16","81.9","2558","16.8","-40.2","87.4","1690","-16.1","-35.4","76.8","2180","12.7","-53.4",
"VanMeter, Josh","642165","2022",,,,,,,,,,,,,,,,,
"Widener, Taylor","642203","2022","94","2206","-7.2","-15.4","85","2269","5.4","-37.3","84.8","1664","-15.7","-30.6","80.1","2230","6.5","-51.6",
"Williams, Devin","642207","2022","93.9","2268","-12.2","-14.5","86.4","2375","4.5","-29.9","83.4","2739","-19","-42.7",,,,,
"Yacabonis, Jimmy","642231","2022",,,,,,,,,"87.7","1797","-17.3","-33.8",,,,,
"Yarbrough, Ryan","642232","2022",,,,,,,,,"78.6","1920","16.9","-39.8","71.3","2168","-15.7","-49.4",
"Soto, Gregory","642397","2022","98.7","2369","11.2","-14.5","89.3","2385","-1.4","-28.1","91.8","2154","16.7","-23.8",,,,,
"Loaisiga, Jonathan","642528","2022","98.2","2428","-9.5","-11.7",,,,,"89.9","1943","-16.9","-23.3","86.9","2624","9.3","-32.8",
"Barria, Jaime","642545","2022","92.1","2292","-5.4","-15.6","85.3","2191","3.9","-32","85","1611","-13.8","-27.9",,,,,
"Hernandez, Jonathan","642546","2022","96.4","2163","-14.1","-24.6","87.3","2520","5.2","-35.2","90.1","2181","-19.4","-28.1",,,,,
"Peralta, Freddy","642547","2022","92.6","2352","-8.8","-16","80.3","2125","8","-39.1","85.9","1694","-14.7","-33.4","75.8","2067","5.6","-51.4",
"Bautista, Felix","642585","2022","99.2","2341","-7.3","-8.2","85.2","2458","5.3","-39.1",,,,,,,,,
"Santana, Dennis","642701","2022","97.7","2510","-12.8","-13.9","85.8","2675","1.7","-39.4","89.9","2069","-17.2","-25.7",,,,,
"Acevedo, Domingo","642758","2022","93","2118","-13.6","-18.4","86.5","2123","-7.2","-29.6","86.8","1867","-18","-33.1",,,,,
"Guerra, Javy","642770","2022","98.3","2366","-10.4","-10","88.3","2366","2.9","-29.4",,,,,,,,,
"Brault, Steven","643230","2022","91.1","2190","11.3","-18.5","81.9","2163","-8.1","-35.8","85.2","1830","15","-32.5",,,,,
"Cimber, Adam","643256","2022","86.5","2172","-10.9","-31.7","77.8","2473","7.4","-37.5",,,,,,,,,
"Dunn, Justin","643290","2022","92.1","2227","-8.3","-15.5","83.5","2358","6.6","-40.8","87.9","1645","-10.9","-26.3","79.8","2365","14.7","-43.4",
"Fry, Paul","643316","2022","91.6","2320","4.6","-19.3","84.1","2711","-12","-42.4","91.3","2188","13.2","-28.4",,,,,
"Green, Chad","643338","2022","94.6","2410","-4.6","-11.8",,,,,"88.5","1582","-11.1","-23.2","84.5","2474","9.7","-36.5",
"Herget, Kevin","643361","2022","92","2142","-7.4","-14.7",,,,,"83.5","2029","-16.1","-26.7",,,,,
"Jax, Griffin","643377","2022","95.4","2391","-8.6","-13.5",,,,,"89.8","1580","-14.2","-28.2","82.6","2736","3","-51.2",
"Knight, Dusten","643400","2022","89.5","2198","-1.9","-14.1",,,,,"78.6","1465","-11.6","-32.9","77.9","2217","3.4","-57.9",
"Leiter Jr., Mark","643410","2022","91.1","1949","-5.4","-16.5","79.4","2211","13.5","-43.1",,,,,"73.2","2264","7.6","-68.6",
"Pruitt, Austin","643493","2022","91.4","2263","-3.2","-17.9","87.5","2562","5.3","-32.9","86.2","1671","-13.9","-29.2","80.9","2899","8","-52.4",
"Rogers, Tyler","643511","2022","83.6","1882","-9.2","-43.2","72.1","2300","13.9","-39.3",,,,,,,,,
"Zeuch, T.J.","643615","2022","91.9","2180","-9.1","-18.6","80.7","2041","12.6","-38.9","85.6","1676","-14.4","-32.5",,,,,
"Arano, Victor","644364","2022","94.5","2269","-8.5","-14.8","84.8","2511","0.8","-36.6",,,,,,,,,
"Severino, Anderson","644429","2022","96","1950","7.5","-14.2","86.1","2384","-3.7","-33.7","86","1269","8.3","-28.6","79","2548","-7.4","-53.7",
"Alcantara, Sandy","645261","2022","98","2199","-12","-14.9","90","2355","0.3","-30.5","91.8","2056","-16.8","-28.9","86.2","2350","2.4","-39.3",
"Diaz, Jhonathan","646242","2022","91.4","2145","11.4","-19.9","80.6","2736","-13","-40.5","80.7","1788","13.3","-40.3","74.7","2699","-9.8","-61.9",
"Pop, Zach","647315","2022",,,,,"85","2406","7.9","-38.6","89.3","1927","-10.2","-30.5",,,,,
"Ruiz, Norge","650204","2022","93.1","2250","-1.9","-20","86.7","2584","6.3","-34.4","85.4","1784","-7.6","-31.3",,,,,
"Hernandez, Darwinzon","650382","2022","94.3","2358","3.3","-17","84.2","2527","-5.3","-37.1",,,,,"78.3","2901","-16.4","-54",
"Garcia, Bryan","650530","2022",,,,,"85.6","2187","4.5","-33.3","85.5","1923","-16.9","-30.6",,,,,
"Abreu, Bryan","650556","2022","97.2","2312","-6.3","-12","88.4","2766","8.2","-37.8","89.7","1806","-12.2","-21.6","84.5","2944","11.4","-46.2",
"King, Michael","650633","2022","96.4","2433","-7.1","-12.8",,,,,"88.3","2152","-17.8","-27.4",,,,,
"Civale, Aaron","650644","2022","90.7","2353","-2.2","-16","81.6","2781","9.3","-43",,,,,"75.9","2971","11.7","-65.8",
"Quijada, Jose","650671","2022","94.5","2206","6","-15.2","81.3","2525","-11","-40.8","86.9","1649","16.3","-31.3",,,,,
"Cabrera, Genesis","650893","2022","96.1","2232","7.5","-11.8",,,,,"90.2","1768","15","-23.2","79.3","2402","-9.1","-53.8",
"Castillo, Diego","650895","2022","95.7","1968","-11.9","-18.9","88.4","2260","0.2","-28.8",,,,,,,,,
"Sanchez, Cristopher","650911","2022",,,,,"84.8","1912","-1.8","-38.1","84.4","1914","17","-37.3",,,,,
"Diplan, Marcos","650959","2022","93","2272","-0.5","-14.3","85.1","2501","5.5","-32.9","86.2","1549","-8.7","-27.4","80.7","2663","7.2","-48",
"Rodriguez, Manuel","655889","2022","95.1","2311","-3.6","-14.7","87.2","2317","2.7","-40.6","83.8","1427","-12.4","-33.2",,,,,
"Abreu, Albert","656061","2022","97.6","2160","-10.6","-12.9","88.6","2265","2.5","-29.3","88","1914","-16.6","-26.6",,,,,
"Beeks, Jalen","656222","2022","95","2122","5.1","-12.5","81.9","2228","-2.3","-42.6","90.3","1933","16.6","-25.3",,,,,
"Bielak, Brandon","656232","2022","93.4","2421","-7.3","-13.9","82.8","2344","11.6","-41.7","87.3","1745","-16.2","-28.8","79.8","2337","5.7","-58.4",
"Bird, Jake","656234","2022",,,,,,,,,"88","1730","-10.4","-34.4","81.7","2832","14.4","-50",
"Brigham, Jeff","656257","2022","94.5","2277","-11.7","-15.1",,,,,,,,,,,,,
"Burke, Brock","656271","2022","95","2280","10.3","-14","87.2","2158","-0.9","-30.7","88.1","1991","16.9","-26.8",,,,,
"Carlton, Drew","656290","2022","91.3","2026","-12.2","-20.8","79.9","2258","6","-43.9","84.6","1880","-15.4","-32.2",,,,,
"Cease, Dylan","656302","2022","96.8","2507","-3","-10.3","87.4","2833","4","-35","77.9","1720","-8.3","-29.9","81.1","2697","3.6","-59.1",
"Coonrod, Sam","656322","2022","97","2231","-10.6","-13","92.9","2288","0","-22.8","89.6","1506","-14.7","-30.8",,,,,
"Davidson, Tucker","656353","2022","93.1","2017","3.5","-14.3","86.6","2294","-5.9","-37.1","85.4","1727","13.6","-26.4","78.1","2473","-8","-53.9",
"Davis, Austin","656354","2022","94.1","2256","10.3","-15.7",,,,,"86.3","1896","15.9","-29.1","79.5","2415","-12.3","-50.9",
"Faedo, Alex","656412","2022","92.7","2179","-11","-15","85","2486","2.8","-35","86.2","1945","-15.8","-25.8",,,,,
"Feyereisen, J.P.","656420","2022","92.2","2345","-3.9","-12.2","84","2715","8.2","-37.5","87.1","1456","-14.5","-32.9",,,,,
"Flaherty, Jack","656427","2022","93.3","2282","-3.6","-17.4","83.8","2435","7.4","-37.7","87.7","1847","-12.1","-27.5","77.2","2396","13.6","-56.6",
"Gilbert, Tyler","656457","2022","89.5","2098","7","-18.9",,,,,,,,,"76.2","2497","-6.6","-60.3",
"Gilbreath, Lucas","656458","2022","93.8","2371","0.6","-15.1","82.7","2392","-3.8","-42.7",,,,,,,,,
"Ginkel, Kevin","656464","2022","96.4","2352","-11.2","-14.8","85.4","2169","1.4","-41.1","84.2","1826","-12.8","-31.8",,,,,
"Griffin, Foster","656492","2022","93.6","2065","4.9","-15.5",,,,,"85.1","1832","13.9","-29","79.8","2203","-7.1","-58.1",
"Hentges, Sam","656529","2022","95.7","2215","8.4","-15.2","88","2317","-3.5","-33.2",,,,,"81.3","2514","-6.3","-55.5",
"Hoffman, Jeff","656546","2022","94.3","2457","-10.6","-13.8","81.2","2691","10.9","-46.3","87.6","2269","-17.8","-25.9",,,,,
"Houck, Tanner","656557","2022","95.2","2137","-10.4","-20.9","85.4","2556","11.1","-37",,,,,,,,,
"Jackson, Andre","656578","2022","95.1","2192","-9.7","-13.5","89.1","2180","1.1","-24.8","84.9","1764","-13.1","-30.4","80.8","1901","3.4","-56.8",
"Keller, Mitch","656605","2022","95.5","2422","-7.3","-15.2","87.1","2452","4.9","-36.2","91.2","1633","-14.8","-28.1","78.7","2576","11.2","-60",
"Kopech, Michael","656629","2022","94.9","2529","-9.9","-11.9","84.4","2392","4.8","-39.9","85.2","1630","-13.1","-27.4","79","2391","7.3","-50.7",
"Lange, Alex","656638","2022","95.7","2247","-9.5","-15.7",,,,,"89.7","1699","-16.5","-31.4","85.5","2186","0.6","-42.9",
"Logue, Zach","656657","2022","90.1","2011","10","-20",,,,,"82","1873","15.2","-40.6","77.5","2425","-10.4","-42.4",
"Martin, Brett","656685","2022","93.5","2149","5.4","-17.2","86.8","2207","-2.6","-33.2",,,,,"82.8","2250","-1.9","-47.9",
"Martin, Corbin","656686","2022","94","2304","-6.3","-14.3","88.8","2295","4.1","-26.8","87.8","1987","-16.1","-32.5","84.1","2451","7.4","-40.9",
"Megill, Trevor","656730","2022","98.1","2445","-4.2","-11.8","88.5","2747","6.3","-39.2",,,,,"83.4","2759","7.6","-56.2",
"Megill, Tylor","656731","2022","95.7","2171","-7.2","-13.5","85.2","2295","4.2","-38.8","89.1","1546","-15.3","-27.4","80.1","2369","6.4","-53.2",
"Montgomery, Jordan","656756","2022","93","2305","8.7","-16.8",,,,,"82.3","1679","10.9","-28.5","80.2","2263","-2.9","-47.7",
"Mushinski, Parker","656786","2022","92.1","2382","1.5","-17.2","79.4","2574","-17.4","-47.3","86.4","1669","16.9","-26.3","80","2652","-12.2","-59.9",
"Nelson, Nick","656793","2022","96.3","1969","-6.6","-13.2","89.9","2265","2.2","-30","87.9","1916","-16.1","-28.3","81.9","2231","10.5","-44.2",
"Newcomb, Sean","656794","2022","94.3","2350","5.7","-13.9",,,,,"86.7","1317","7.5","-30.2","78.8","2808","-10.3","-60.1",
"Norwood, James","656803","2022","96.6","2145","-12","-13.9","88.4","2031","1","-29.3",,,,,,,,,
"Ortiz, Luis","656814","2022","95.1","2087","-9.9","-16.9","86.6","2422","3.6","-34.1","86","1660","-17.1","-33.4","79.3","2677","11.8","-53.9",
"Overton, Connor","656818","2022","91.1","2217","-10.4","-17.9","81.9","2438","1.8","-40.4","84.9","1712","-15.8","-31.5","78.8","1947","7.7","-56.7",
"Peterson, David","656849","2022","93.7","2083","9","-17.5","84.4","2325","-3.9","-37.7","85.9","1639","16.2","-31.1","78.5","2304","-7.3","-52.5",
"Rasmussen, Drew","656876","2022","95.5","2398","-2.3","-13.6","85.4","2514","1","-43.1",,,,,"79.6","2692","4","-59.5",
"Reid-Foley, Sean","656887","2022","95.8","2259","-8.1","-12.6","86.1","2224","4.7","-37.9","87.5","1338","-9.2","-32.7",,,,,
"Scott, Tanner","656945","2022","96.9","2560","5.3","-12.6","89.2","2735","-5.2","-35.1",,,,,,,,,
"Sheffield, Justus","656954","2022","91.6","1971","5.7","-18.1","81.6","2480","-12.3","-41.8","87","1755","12.7","-32.8",,,,,
"Smeltzer, Devin","656970","2022","89.5","2278","11","-18.1",,,,,"82.2","1599","13.6","-37.5","75.2","2555","-11.5","-59.1",
"Sousa, Bennett","656986","2022","94","2055","6.8","-15.2","87.3","2141","-1","-32.5",,,,,,,,,
"Steele, Justin","657006","2022","92.2","2490","-1.6","-19.4","82","2687","-14","-43.3","87.8","1697","10.8","-24.2","78.4","2539","-11.9","-53",
"Swanson, Erik","657024","2022","93.6","2291","-10","-12.5","84.9","2311","5.9","-31.6",,,,,,,,,
"Thompson, Ryan","657044","2022","91.6","2149","-13.8","-26.7","79.5","2147","13.7","-34.4","81.1","745","-5.1","-43.8",,,,,
"Toussaint, Touki","657053","2022","93.1","2243","-8.3","-17.5",,,,,,,,,"75.6","2410","13.4","-59.9",
"Watkins, Spenser","657093","2022","91.4","2259","-1.2","-16.1","78.3","2642","11.5","-44.5","86","1649","-10.8","-26.5","76.8","2571","5.7","-60.6",
"Wright, Kyle","657140","2022","95.1","2384","-11.4","-17.7","90.1","2395","-1","-25.5","88.1","1699","-15.9","-35","84.7","2723","9","-46.6",
"Merryweather, Julian","657240","2022","97.3","2286","-6.5","-12.2","87.7","2345","1.7","-36.4","81.6","1340","-11.6","-31.7","80.3","2308","11.4","-57.4",
"Otto Jr., Glenn","657248","2022","92.1","2264","-4.2","-17.1",,,,,"88.1","1681","-14.3","-26","81.2","2461","6.6","-52.3",
"Strzelecki, Peter","657265","2022","93.5","2416","-11.5","-17.6","82.9","2974","15.6","-37.1","83.3","1746","-16.4","-40.5",,,,,
"Uelmen, Erich","657272","2022","93.7","2151","-9.4","-19.7","83","2433","12.2","-33.1","87","1956","-13.7","-37",,,,,
"Webb, Logan","657277","2022","92.4","2069","-9.3","-22.4","82.5","2628","10.2","-39.4","86.4","1493","-7.1","-42",,,,,
"Schmidt, Clarke","657376","2022","94.7","2522","-4.9","-16.6",,,,,"89.6","2128","-7.9","-30.9","83.5","2913","15","-48.8",
"Gage, Matt","657424","2022","92.8","2135","0.5","-15.5","79.9","2126","-6.6","-41.6","88.5","1543","8.2","-26.3",,,,,
"Baumann, Mike","657508","2022","95.8","2196","-5.6","-11.8","91.6","2314","2","-25.3","88.7","1894","-16.1","-25.3","84","2215","4.5","-52.9",
"Ferguson, Caleb","657571","2022","94.8","2319","6.2","-14.5",,,,,,,,,"78.3","3084","-13.8","-58.9",
"Garrett, Reed","657585","2022","96","2280","-7.5","-13.6","88.8","2363","4.5","-32.6",,,,,,,,,
"Hill, Tim","657612","2022","91.4","2210","17.4","-28.4","82.4","2008","1.6","-36.5",,,,,,,,,
"Koenig, Jared","657649","2022","89.4","2152","4.2","-21.1",,,,,"83","1621","13.2","-32.4","77.6","2210","-10","-54",
"Ryan, Joe","657746","2022","92","2194","-10.8","-17.5","82.3","2134","3.2","-37.4","84.7","2076","-17.3","-29.2","74.9","2372","10.8","-56.4",
"Seabold, Connor","657756","2022","92.1","2113","-11.7","-16.7","85.6","2388","2.1","-32","80.4","2009","-15.6","-40.6","78.7","2575","6.6","-50.7",
"Stout, Eric","657770","2022","92.1","2256","9.3","-17.3",,,,,"87.4","1498","15.9","-32.8","77.8","2445","-13.8","-58.2",
"Medina, Adonis","658431","2022","93.1","2353","-5.4","-20","86.4","2412","5","-34.1","87.1","1756","-15.9","-35.8","80.4","2452","15","-40.3",
"Fernandez, Junior","658551","2022","98.8","2194","-9.5","-12.5","88.9","2120","-0.5","-27.3","90.9","1864","-14.1","-26.6",,,,,
"Espinoza, Anderson","659262","2022","93.9","1904","-9.2","-16.9","80.7","2148","6","-46.4","84.5","2078","-16.1","-29.7",,,,,
"Lamet, Dinelson","659275","2022","95.4","2404","-6.1","-15.4","86.3","2422","0.6","-32.8","87.3","2029","-10.7","-28.8",,,,,
"Ohtani, Shohei","660271","2022","97.3","2217","-3.5","-14.5","85.2","2498","7","-43.5",,,,,"77.7","2483","11.2","-59.5",
"Reyes, Denyi","660593","2022","92.8","2122","-7.1","-15.6","79.8","2156","9.9","-40.4","85.5","1360","-13.5","-31.6","75.3","2254","9","-54.2",
"Ynoa, Huascar","660623","2022","96.4","2007","-9.1","-13.5","85.1","2449","1.8","-42.3","88.7","1751","-16.6","-27",,,,,
"Rodriguez, Elvin","660730","2022","93.1","2415","-8.9","-13.4","82.6","2429","3","-40.5","86.6","2096","-14.9","-25.5","76.3","2654","7.3","-60.3",
"Suarez, Jose","660761","2022","92.7","2214","9.5","-16.3","81.8","2584","-8.9","-36.3","82.4","1553","12.7","-35.4","77.9","2686","-10.5","-52",
"De Los Santos, Yerry","660787","2022","95","2226","-11","-15.9","83.9","2185","5.2","-38.7","94.3","2059","-12.4","-25.5",,,,,
"Graterol, Brusdar","660813","2022","99.4","2106","-8.3","-14.4","90.5","2533","5.3","-32.1",,,,,,,,,
"Bazardo, Eduard","660825","2022","94","2067","-7.3","-15.3","82.1","2577","14.5","-41.1",,,,,,,,,
"De Los Santos, Enyel","660853","2022","95.3","2251","-11.8","-16","83.1","2143","2.7","-39.1","87.3","1861","-15.4","-26.3",,,,,
"Perez, Francisco","660906","2022","93.3","2064","6.7","-13.9","83.2","2430","-4.7","-39.1","84.6","1529","10.1","-24.5","76.2","2654","-5.6","-62.1",
"Lopez, Yoan","661255","2022","95.9","2156","-5","-15.3","86.2","2439","5.2","-39.6","89.1","1009","-8.7","-23.3",,,,,
"Gutierrez, Vladimir","661269","2022","92.8","2140","-12","-17.7","82.2","2490","12.8","-40.6","82.9","1737","-13.1","-29.9","78.4","2555","15.1","-52.2",
"Martinez, Adrian","661309","2022",,,,,"82","1936","2.9","-40.1","84","2289","-14.2","-42.3",,,,,
"Ortega, Oliver","661383","2022","95.9","2295","-2.2","-15.2",,,,,,,,,"82.2","2307","4.8","-48.9",
"Duran, Jhoan","661395","2022","100.8","2172","-11.7","-12.9","89.7","2320","1","-31.3",,,,,"87.8","2660","3","-42.2",
"Clase, Emmanuel","661403","2022","100","2556","-4.4","-14","91.9","2653","7.1","-32.4",,,,,,,,,
"Llovera, Mauricio","661440","2022","95.4","2128","-8.9","-15.2","83.7","2396","14","-38.3",,,,,,,,,
"Martinez, Seth","661527","2022","91.8","2196","-10.2","-19.2",,,,,"86.5","1719","-15.2","-37.2",,,,,
"Munoz, Andres","662253","2022","100.2","2291","-12.1","-13.9","88.6","2226","4.3","-29.7",,,,,,,,,
"Suarez, Robert","663158","2022","97.9","2305","-7.3","-11.6","85.7","2186","6.4","-35.5","89.3","1763","-16.2","-26.7","80.3","2134","5.7","-51.4",
"Feltner, Ryan","663372","2022","94.5","2346","-6.6","-17","84.6","2489","5.3","-36","83.8","1595","-5.3","-33","77.9","2548","8.2","-54.5",
"Szapucki, Thomas","663378","2022","95.2","2148","8.6","-15",,,,,"87","2015","15.4","-30.1","80","2635","-6.1","-56.8",
"Smith, Chad","663385","2022",,,,,"85.2","2265","2.3","-36","90.3","1576","-11.2","-28.3",,,,,
"Thornton, Trent","663423","2022","93.8","2431","-2.5","-13.1","85.1","2705","6.4","-30.4",,,,,"79.7","3028","8.4","-59.4",
"Rainey, Tanner","663432","2022","97","2429","-8.7","-11","88.4","2383","3.6","-33.5","89.1","1119","-10.1","-23.1",,,,,
"Martin, Davis","663436","2022","94","2356","-6.3","-14.6","84.3","2697","7.1","-38.2","85.9","2192","-14.9","-28","79.7","2627","8.1","-54.6",
"Pilkington, Konnor","663455","2022","92.1","2220","9.4","-16","81.9","2234","-1.9","-41.1","84.4","1742","14.3","-30.1","77","2177","-6.3","-57.3",
"Bubic, Kris","663460","2022","91.9","2134","7.7","-15.9",,,,,"80.7","1690","14.3","-33.2","79.4","2609","-7.6","-56.4",
"Allard, Kolby","663465","2022","91.1","2108","7.3","-14.7",,,,,"82.8","1646","13.2","-28.5","74.2","1858","-6.3","-61.8",
"McKenzie, Triston","663474","2022","92.5","2312","-3","-11.6","87.3","2197","5.3","-25.7",,,,,"79.4","2198","7.9","-51.3",
"Sands, Cole","663485","2022","91.6","2222","-8.7","-20",,,,,"85.5","2057","-16.6","-31.1","78.6","2812","18.1","-48.8",
"Allen, Logan","663531","2022","91.8","1981","10.3","-17.2","81","2403","-12.7","-41","84.8","1431","13.3","-30.8","74.9","2614","-13.5","-63.4",
"Hjelle, Sean","663546","2022","92.9","1984","-9.8","-21.3",,,,,"88.5","1758","-13.2","-30.2","85.7","1879","1.4","-36.5",
